Code	Terminology	Kind	Usage	Line
site	sites folder	Property of class: application	System Events : System Events Suite	2487
site	sites folder	Property of class: user domain object	System Events : Disk-Folder-File Suite	2488
siul	user locale	Property of class: system information	Standard Additions : Miscellaneous Commands	2490
siza	arranged by size	Enumeration	Finder : Enumerations	2491
slct	select	Command	AppleScript Language	2493
slct	select	Command	Finder : Standard Suite	2494
slct	select	Command	System Events : Processes Suite	2495
slep	sleep	Command	Finder : Legacy suite	2496
slep	sleep	Command	System Events : Power Suite	2497
sliI	slider	Class	System Events : Processes Suite	2499
sliI	sliders	Class	System Events : Processes Suite	2501
smcp	small caps	Enumeration	AppleScript Language	2505
smic	small	Enumeration	Finder : Enumerations	2506
smic	small icon	Enumeration	Finder : Enumerations	2507
snam	using action name	Parameter of command: edit action of	System Events : Folder Actions Suite	2509
snam	using action name	Parameter of command: remove action from	System Events : Folder Actions Suite	2510
snce	since	Parameter of command: Call•subroutine	AppleScript Language	2511
snd	sound	Class	AppleScript Language	2512
snd	sounds	Class	AppleScript Language	2514
snrm	normal	Enumeration	Finder : Enumerations	2516
snws	secure news URL	Enumeration	Standard Additions : Internet Suite	2517
sord	sort direction	Property of class: column	Finder : Type Definitions	2521
SORT	sort	Command	Finder : Finder Basics	2524
sown	owner	Property of class: item	Finder : Finder items	2531
spac	space	Property of class: application	AppleScript Language	2532
spki	speakable items	Enumeration	Standard Additions : File Commands	2534
spki	speakable items folder	Property of class: application	System Events : System Events Suite	2535
spki	speakable items folder	Property of class: domain	System Events : Disk-Folder-File Suite	2536
splg	splitter group	Class	System Events : Processes Suite	2537
splg	splitter groups	Class	System Events : Processes Suite	2538
splr	splitter	Class	System Events : Processes Suite	2539
splr	splitters	Class	System Events : Processes Suite	2540
spnl	Sharing panel	Enumeration	Finder : Enumerations	2543
sprf	system preferences	Enumeration	Standard Additions : File Commands	2544
sprg	folders spring open	Property of class: preferences	Finder : Type Definitions	2545
sprt	suggested size	Property of class: application file	Finder : Files	2546
spsc	superscript	Enumeration	AppleScript Language	2547
sqft	square feet	Class	AppleScript Language	2549
sqkm	square kilometers	Class	AppleScript Language	2550
sqkm	square kilometres	Class	AppleScript Language	2551
sqmi	square miles	Class	AppleScript Language	2552
sqrm	square meters	Class	AppleScript Language	2553
sqrm	square metres	Class	AppleScript Language	2554
sqyd	square yards	Class	AppleScript Language	2555
srtc	sort column	Property of class: list view options	Finder : Type Definitions	2556
SRVR	on server	Parameter of command: mount volume	Standard Additions : File Commands	2557
srvs	reversed	Enumeration	Finder : Enumerations	2558
stbl	settable	Property of class: attribute	System Events : Processes Suite	2565
stdf	choose file	Command	Standard Additions : User Interaction	2567
stfl	choose folder	Command	Standard Additions : User Interaction	2574
stof	saving to	Parameter of command: say	Standard Additions : User Interaction	2575
stor	store script	Command	Standard Additions : Scripting Commands	2576
strk	strikethrough	Enumeration	AppleScript Language	2578
strq	quoted form	Property of class: text	AppleScript Language	2579
sttx	static text	Class	System Events : Processes Suite	2580
sttx	static texts	Class	System Events : Processes Suite	2581
stvi	statusbar visible	Property of class: Finder window	Finder : Window classes	2582
stvl	set volume	Command	Standard Additions : Miscellaneous Commands	2583
STXT	styled text	Class	AppleScript Language	2584
styl	scrap styles	Class	AppleScript Language	2585
styl	styled Clipboard text	Class	AppleScript Language	2586
suin	type suite info	Class	AppleScript Language	2588
summ	summarize	Command	Standard Additions : String Commands	2589
sun	Sunday	Class	AppleScript Language	2590
sutx	styled Unicode text	Class	AppleScript Language	2593
svnm	from server	Parameter of command: handle CGI request	Standard Additions : Internet Suite	2594
svpt	via port	Parameter of command: handle CGI request	Standard Additions : Internet Suite	2595
tab	tab	Property of class: application	AppleScript Language	2599
tabB	table	Class	System Events : Processes Suite	2600
tabB	tables	Class	System Events : Processes Suite	2601
tabg	tab group	Class	System Events : Processes Suite	2616
tabg	tab groups	Class	System Events : Processes Suite	2617
tbar	tool bar	Class	System Events : Processes Suite	2644
tbar	tool bars	Class	System Events : Processes Suite	2645
tbvi	toolbar visible	Property of class: Finder window	Finder : Window classes	2650
tdas	dash style	Class	AppleScript Language	2651
tdfr	data format	Property of class: track	System Events : QuickTime File Suite	2652
tell	tell	Command	AppleScript Language	2659
temp	temporary items	Enumeration	Standard Additions : File Commands	2660
temp	temporary items folder	Enumeration	Standard Additions : File Commands	2661
temp	temporary items folder	Property of class: application	System Events : System Events Suite	2662
temp	temporary items folder	Property of class: user domain object	System Events : Disk-Folder-File Suite	2663
tend	end tell	Command	AppleScript Language	2664
TEXT	plain text	Class	AppleScript Language	2672
TEXT	string	Class	AppleScript Language	2673
TEXT	strings	Class	AppleScript Language	2674
thgh	through	Parameter of command: Call•subroutine	AppleScript Language	2677
thru	thru	Parameter of command: Call•subroutine	AppleScript Language	2678
thu	Thursday	Class	AppleScript Language	2681
TIFF	TIFF picture	Class	AppleScript Language	2682
time	time	Property of class: date	AppleScript Language	2685
titl	title	Property of class: UI element	System Events : Processes Suite	2703
tlnt	telnet URL	Enumeration	Standard Additions : Internet Suite	2709
tmsc	time scale	Property of class: QuickTime data	System Events : QuickTime File Suite	2710
to  	to	Parameter of command: Call•subroutine	AppleScript Language	2713
to  	to	Parameter of command: make	Finder : Standard Suite	2714
to  	to	Parameter of command: random number	Standard Additions : Miscellaneous Commands	2715
tpmm	pixel map record	Class	AppleScript Language	2728
tr16	RGB16 color	Class	AppleScript Language	2729
tr96	RGB96 color	Class	AppleScript Language	2730
trak	track	Class	System Events : QuickTime File Suite	2731
trak	tracks	Class	System Events : QuickTime File Suite	2732
trot	rotation	Class	AppleScript Language	2737
trpr	target printer	Property of class: print settings	Cocoa Scripting : Type Definitions	2738
trsh	trash	Enumeration	Standard Additions : File Commands	2739
trsh	trash	Property of class: application	Finder : Finder Basics	2740
trsh	trash	Property of class: application	System Events : System Events Suite	2741
trsh	trash folder	Enumeration	Standard Additions : File Commands	2742
true	true	Enumeration	AppleScript Language	2743
tstr	time string	Property of class: date	AppleScript Language	2746
tsty	text style info	Class	AppleScript Language	2747
tsty	text style infos	Class	AppleScript Language	2748
ttos	say	Command	Standard Additions : User Interaction	2750
ttrm	abort transaction	Command	System Events : System Events Suite	2751
ttxt	text returned	Property of class: dialog reply	Standard Additions : User Interaction	2753
tue	Tuesday	Class	AppleScript Language	2754
txdl	text item delimiters	Property of class: application	AppleScript Language	2755
txst	style	Property of class: text	AppleScript Language	2756
txta	text area	Class	System Events : Processes Suite	2757
txta	text areas	Class	System Events : Processes Suite	2758
txtf	text field	Class	System Events : Processes Suite	2759
txtf	text fields	Class	System Events : Processes Suite	2760
type	type	Property of class: track	System Events : QuickTime File Suite	2761
type	type class	Class	AppleScript Language	2762
uacc	user	Class	System Events : Accounts Suite	2764
uacc	users	Class	System Events : Accounts Suite	2765
uiel	UI element	Class	System Events : Processes Suite	2766
uiel	UI elements	Class	System Events : Processes Suite	2767
uien	UI elements enabled	Property of class: application	System Events : System Events Suite	2768
uldp	directory server URL	Enumeration	Standard Additions : Internet Suite	2769
undl	underline	Enumeration	AppleScript Language	2770
undr	under	Parameter of command: Call•subroutine	AppleScript Language	2771
unfs	network file system URL	Enumeration	Standard Additions : Internet Suite	2772
upop	mail server URL	Enumeration	Standard Additions : Internet Suite	2779
urdt	uses relative dates	Property of class: list view options	Finder : Type Definitions	2781
url	URL	Class	Standard Additions : Internet Suite	2782
url	URL	Property of class: disk item	System Events : Disk-Folder-File Suite	2783
url?	unknown URL	Enumeration	Standard Additions : Internet Suite	2784
USER	as user name	Parameter of command: mount volume	Standard Additions : File Commands	2788
user	from user	Parameter of command: handle CGI request	Standard Additions : Internet Suite	2790
usin	using	Parameter of command: open	Finder : Standard Suite	2792
usrs	users folder	Enumeration	Standard Additions : File Commands	2793
ustl	uniform styles	Property of class: text	AppleScript Language	2796
uti$	utilities folder	Property of class: domain	System Events : Disk-Folder-File Suite	2798
utiƒ	utilities folder	Enumeration	Standard Additions : File Commands	2799
utid	type identifier	Property of class: alias	System Events : Disk-Folder-File Suite	2800
utid	type identifier	Property of class: file	System Events : Disk-Folder-File Suite	2801
utid	type identifier	Property of class: file information	Standard Additions : File Commands	2802
utiQ	utilities folder	Property of class: application	System Events : System Events Suite	2803
utxt	Unicode text	Class	AppleScript Language	2804
vali	value indicator	Class	System Events : Processes Suite	2805
vali	value indicators	Class	System Events : Processes Suite	2806
valL	value	Property of class: attribute	System Events : Processes Suite	2811
valL	value	Property of class: property list item	System Events : Property List Suite	2812
valL	value	Property of class: UI element	System Events : Processes Suite	2813
valL	value	Property of class: XML attribute	System Events : XML Suite	2814
valL	value	Property of class: XML element	System Events : XML Suite	2815
vcdp	video depth	Property of class: track	System Events : QuickTime File Suite	2817
vdvd	video DVD appeared	Command	Digital Hub OSAX : Digital Hub Actions	2818
vect	vector	Class	AppleScript Language	2819
vect	vectors	Class	AppleScript Language	2820
ver2	product version	Property of class: alias	System Events : Disk-Folder-File Suite	2823
ver2	product version	Property of class: application	Finder : Finder Basics	2824
ver2	product version	Property of class: file	Finder : Files	2825
ver2	product version	Property of class: file	System Events : Disk-Folder-File Suite	2826
vers	version	Class	AppleScript Language	2829
vers	version	Enumeration	Finder : Enumerations	2830
vers	version	Property of class: alias	System Events : Disk-Folder-File Suite	2831
vers	version	Property of class: application	AppleScript Language	2832
vers	version	Property of class: application	Cocoa Scripting : Standard Suite	2834
vers	version	Property of class: application	Finder : Finder Basics	2835
vers	version	Property of class: file	Finder : Files	2836
vers	version	Property of class: file	System Events : Disk-Folder-File Suite	2837
visu	visual characteristic	Property of class: track	System Events : QuickTime File Suite	2849
vlst	volume settings	Class	Standard Additions : Miscellaneous Commands	2850
VOIC	using	Parameter of command: say	Standard Additions : User Interaction	2851
volu	volume	Property of class: disk item	System Events : Disk-Folder-File Suite	2853
volu	volume	Property of class: folder action	System Events : Folder Actions Suite	2854
vpnl	Preview panel	Enumeration	Finder : Enumerations	2855
warN	warning	Enumeration	Standard Additions : User Interaction	2857
warn	warns before emptying	Property of class: trash-object	Finder : Containers and folders	2858
wed	Wednesday	Class	AppleScript Language	2864
week	weeks	Property of class: application	AppleScript Language	2865
wfsp	waiting until completion	Parameter of command: say	Standard Additions : User Interaction	2866
whit	white space	Enumeration	AppleScript Language	2867
with	with	Parameter of command: Call•subroutine	AppleScript Language	2889
wkdy	weekday	Class	AppleScript Language	2896
wkdy	weekday	Property of class: date	AppleScript Language	2897
wkdy	weekdays	Class	AppleScript Language	2898
wout	without	Parameter of command: Call•subroutine	AppleScript Language	2899
wrat	starting at	Parameter of command: write	Standard Additions : File Read/Write	2901
wrcd	in	Parameter of command: class info	AppleScript Language	2902
wrcd	in	Parameter of command: event info	AppleScript Language	2903
wrcd	in	Parameter of command: suite info	AppleScript Language	2904
writ	write	Command	Standard Additions : File Read/Write	2905
writ	write only	Enumeration	Finder : Enumerations	2906
wshd	collapsed	Property of class: window	Finder : Window classes	2909
xmla	XML attribute	Class	System Events : XML Suite	2911
xmla	XML attributes	Class	System Events : XML Suite	2912
xmld	XML data	Class	System Events : XML Suite	2913
xmle	XML element	Class	System Events : XML Suite	2914
xmle	XML elements	Class	System Events : XML Suite	2915
xmlf	XML file	Class	System Events : XML Suite	2916
xmlf	XML files	Class	System Events : XML Suite	2917
yard	yards	Class	AppleScript Language	2918
year	year	Property of class: date	AppleScript Language	2919
yes	yes	Enumeration	AppleScript Language	2920
yes	yes	Enumeration	Cocoa Scripting : Standard Suite	2921
yes	yes	Enumeration	Standard Additions : Scripting Commands	2922
ZONE	in AppleTalk zone	Parameter of command: mount volume	Standard Additions : File Commands	2923
zumf	zoomed full size	Property of class: window	Finder : Window classes	2924
0x00000000	stop	Enumeration	Standard Additions : User Interaction	2925
0x00000001	note	Enumeration	Standard Additions : User Interaction	2926
0x00000002	caution	Enumeration	Standard Additions : User Interaction	2927
0x6b732400	return key	Enumeration	AppleScript Language	2928
0x6b733000	tab key	Enumeration	AppleScript Language	2929
0x6b733300	delete key	Enumeration	AppleScript Language	2930
0x6b733500	escape key	Enumeration	AppleScript Language	2931
0x6b734700	clear key	Enumeration	AppleScript Language	2932
0x6b734c00	enter key	Enumeration	AppleScript Language	2933
0x6b736000	F5 key	Enumeration	AppleScript Language	2934
0x6b736100	F6 key	Enumeration	AppleScript Language	2935
0x6b736200	F7 key	Enumeration	AppleScript Language	2936
0x6b736300	F3 key	Enumeration	AppleScript Language	2937
0x6b736400	F8 key	Enumeration	AppleScript Language	2938
0x6b736500	F9 key	Enumeration	AppleScript Language	2939
0x6b736700	F11 key	Enumeration	AppleScript Language	2940
0x6b736900	F13 key	Enumeration	AppleScript Language	2941
0x6b736b00	F14 key	Enumeration	AppleScript Language	2942
0x6b736d00	F10 key	Enumeration	AppleScript Language	2943
0x6b736f00	F12 key	Enumeration	AppleScript Language	2944
0x6b737100	F15 key	Enumeration	AppleScript Language	2945
0x6b737200	help key	Enumeration	AppleScript Language	2946
0x6b737300	home key	Enumeration	AppleScript Language	2947
0x6b737400	page up key	Enumeration	AppleScript Language	2948
0x6b737500	forward del key	Enumeration	AppleScript Language	2949
0x6b737600	F4 key	Enumeration	AppleScript Language	2950
0x6b737700	end key	Enumeration	AppleScript Language	2951
0x6b737800	F2 key	Enumeration	AppleScript Language	2952
0x6b737900	page down key	Enumeration	AppleScript Language	2953
0x6b737a00	F1 key	Enumeration	AppleScript Language	2954
0x6b737b00	left arrow key	Enumeration	AppleScript Language	2955
0x6b737c00	right arrow key	Enumeration	AppleScript Language	2956
0x6b737d00	down arrow key	Enumeration	AppleScript Language	2957
0x6b737e00	up arrow key	Enumeration	AppleScript Language	2958
